name,trip_count,route_count,geometry
Hosakote Bus Stand (Old),69,13,POINT (77.78774 13.0787)
Hosakote Bus Station (TTMC),2,1,POINT (77.78468 13.07031)
Hosakote Flower Market,67,15,POINT (77.78637 13.07531)
Hosakote Govt Hospital,12,5,POINT (77.80208 13.07754)
Hosakote High School,95,35,POINT (77.78375 13.07012)
Hosakote K E B Circle,253,45,POINT (77.78701 13.07232)
Hosakote Kodi,5,3,POINT (77.76775 13.05627)
Hosakote Toll,62,23,POINT (77.77057 13.05963)
Hosapalya,38,8,POINT (77.45016 12.91064)
Hosapalya Colony,42,15,POINT (77.47559 12.84361)
Hosapalya Kudlu Gate,88,33,POINT (77.64534 12.89735)
Hosapete,5,1,POINT (77.84476 13.27191)
Hosapete Gate,17,3,POINT (77.23737 12.9511)
Hoskerehalli,2,1,POINT (77.53971 12.93085)
Hoskerehalli Cross,133,41,POINT (77.5454 12.93293)
Hosmat Hospital,18,9,POINT (77.61333 12.96879)
Hosmat Hospital (DIG Office),63,27,POINT (77.61529 12.96893)
Hosur Road Junction,1,1,POINT (77.61329 12.93214)
Hosur Road junction,26,9,POINT (77.6128 12.93337)
Hosur Road junction 1,24,11,POINT (77.61363 12.93214)
Hosuru Bande,27,10,POINT (77.66071 13.10601)
Hotel Emerald,34,5,POINT (77.81843 13.08306)
Hoysala Nagara,60,11,POINT (77.66888 13.01671)
Hoysalanagara Vinayaka Circle,2,1,POINT (77.66602 13.01975)
Hugarapalya,26,13,POINT (77.4606 12.73341)
Hulimangala,11,5,POINT (77.63712 12.81771)
Hulimangala Cross,5,2,POINT (77.63736 12.81394)
Hulimavu,12,5,POINT (77.6024 12.87702)
Hulimavu Gate,6,4,POINT (77.59591 12.88178)
Hullahalli Cross,105,15,POINT (77.62325 12.82761)
Hullahalli Village,3,2,POINT (77.61561 12.8263)
Hullegowdanahalli,22,8,POINT (77.40653 13.06047)
Hullegowdanahalli Cross,16,4,POINT (77.39468 13.06831)
Huluvenahalli Gate,11,2,POINT (77.36861 12.91998)
Hunasamaranahalli,99,13,POINT (77.61777 13.14427)
Hunaseghattapalya,24,11,POINT (77.34856 13.02603)
Hunasemara,43,10,POINT (77.56504 12.97528)
Hunasenahalli,29,5,POINT (77.82599 13.00966)
Hunasuru,13,6,POINT (77.71258 13.18006)
Hunasuru Junction,21,10,POINT (77.71474 13.18086)
Hunnigere,8,4,POINT (77.39647 13.0326)
Hunnigere Cross,6,3,POINT (77.39107 13.03914)
Huralagere,3,1,POINT (77.9009 12.98833)
Hurali Chikkanahalli,3,2,POINT (77.48276 13.11588)
Huskur,21,11,POINT (77.76261 13.06053)
Huskur Bare,47,12,POINT (77.43924 13.13697)
Huskur Gate,71,26,POINT (77.67942 12.8361)
Hyadalu,3,2,POINT (77.41028 13.1401)
Hyundai showroom mysore road,8,4,POINT (77.50166 12.92703)
I Basapura,123,48,POINT (77.82258 13.2427)
I Gate,10,5,POINT (77.71863 12.97734)
IAF Jalahalli,6,3,POINT (77.5308 13.0536)
IOC Circle,4,2,POINT (77.63714 13.00488)
ISRO Layout,5,2,POINT (77.5585 12.89978)
ISRO Layout CRPF,1,1,POINT (77.58284 13.13492)
ISRO Quarters Jalahalli,33,9,POINT (77.53484 13.04509)
ITC Factory,92,28,POINT (77.62324 12.99821)
ITI Circle,40,9,POINT (77.68338 13.0079)
ITI Colony Gate,49,15,POINT (77.68522 13.00532)
ITI Layout,84,36,POINT (77.5686 13.03391)
ITPL,20,8,POINT (77.73704 12.98766)
ITPL Back Gate Big Bazzar,3,2,POINT (77.73171 12.9863)
ITPL Metro Station,22,5,POINT (77.7373 12.98774)
Ibbaluru,93,13,POINT (77.66195 12.92135)
Ideal Homes,90,18,POINT (77.51842 12.92276)
Iggluru,43,12,POINT (77.70328 12.7865)
Ilathore Cross,54,15,POINT (77.64478 13.23071)
Ilyas Nagara,3,2,POINT (77.5704 12.90838)
Immadihalli,62,17,POINT (77.76309 12.96669)
Inchara Hotel JP Nagar,37,9,POINT (77.5832 12.90252)
Income Tax Layout,21,6,POINT (77.5311 12.96009)
Income Tax Layout Cross,47,18,POINT (77.53271 12.96001)
Income Tax Layout Cross 1,1,1,POINT (77.5329 12.96001)
Indian Air Force,39,13,POINT (77.61503 13.13103)
Indian Express,82,30,POINT (77.59827 12.98408)
Indian Institute of Horticultural Research,46,11,POINT (77.49095 13.13544)
Indian Institute of Horticultural Research TB,1,1,POINT (77.49098 13.13545)
Indian Oil,11,5,POINT (77.63877 13.00598)
Indira Canteen (DESI MASALA),3,2,POINT (77.65205 13.01759)
Indira Nursing Home,4,2,POINT (77.5646 12.92907)
Indiranagara,31,12,POINT (77.4938 13.02768)
Indiranagara 100ft Road,104,15,POINT (77.64154 12.96711)
Indiranagara 12th Main,3,2,POINT (77.64122 12.97026)
Indiranagara 6th Main,115,24,POINT (77.64118 12.974)
Indiranagara Metro Station,22,6,POINT (77.63848 12.97837)
Indiranagara Police Station/KFC,116,32,POINT (77.64094 12.9781)
Indlubele,24,12,POINT (77.77618 12.79085)
Indluvadi,126,26,POINT (77.63868 12.72815)
Indluvadi Cross,4,2,POINT (77.67088 12.73197)
Indo American Hybrid Farm,8,4,POINT (77.51245 12.90402)
Indo Dyanish Farm,167,40,POINT (77.48011 13.16126)
Indoor Stadium,72,21,POINT (77.6225 12.94279)
Indrasanahalli,63,6,POINT (77.61389 13.22581)
Indus International School,64,12,POINT (77.77944 12.83561)
Industrial Area Rajajinagara,10,6,POINT (77.5487 12.98206)
Industrial Area Water Tank Bommasandra,13,8,POINT (77.67627 12.81695)
Industrial Town Rajajinagara,96,14,POINT (77.54819 12.98453)
Infosys Parking Lot,38,10,POINT (77.66299 12.84993)
Injanahalli,3,2,POINT (77.88382 13.06308)
Innovative Film City,2,1,POINT (77.41469 12.77901)
Iskcon Temple,35,6,POINT (77.55174 13.01174)
Islampura,62,5,POINT (77.38582 13.12131)
Islampura Cross,20,10,POINT (77.3888 13.11312)
Ittagalpura,1,1,POINT (77.54228 13.17078)
Ittagalpura Gate,19,9,POINT (77.55025 13.17012)
Ittamadu,257,80,POINT (77.40471 12.75659)
Ittamadu Cross,10,5,POINT (77.54612 12.92781)
Ittanguru,48,10,POINT (77.78696 12.87788)
Ittige Factory,13,7,POINT (77.62907 13.10247)
Ivarukandapura,31,15,POINT (77.49442 13.13767)
JBN Petrol Bunk,3,2,POINT (77.65645 12.96739)
JC Nagara Kurubarahalli,8,2,POINT (77.53494 13.00592)
JP Nagara 15th Cross,3,2,POINT (77.58581 12.90665)
JP Nagara 3rd Phase,59,12,POINT (77.60045 12.90809)
JP Nagara 6th Phase,11,5,POINT (77.57777 12.90637)
JP Nagara Metro Station,37,18,POINT (77.57299 12.90795)
JP Nagara Water Tank,2,1,POINT (77.59503 12.91374)
JSS College,12,6,POINT (77.50819 12.90386)
Jadenahalli,42,14,POINT (77.39529 12.83986)
Jadigenahalli,4,2,POINT (77.85428 13.05173)
Jadigenahalli Hospital,7,2,POINT (77.85878 13.04634)
Jagajeevanram Nagara,2,2,POINT (77.55486 12.96461)
Jai Bharath Nagara,13,7,POINT (77.63032 13.00156)
Jai Bhuvaneshwari Nagara,79,33,POINT (77.53211 13.01572)
Jai Maruthi Nagara,64,13,POINT (77.3813 13.18643)
Jai Maruthi Nagara Circle,6,4,POINT (77.53277 13.0099)
Jakkasandra,80,29,POINT (77.63826 12.92454)
Jakkur 18th Cross,100,14,POINT (77.60338 13.06885)
Jakkur Aerodrum,121,23,POINT (77.59301 13.07701)
Jakkur Layout,3,2,POINT (77.59994 13.07161)
Jakkur Layout 3rd Cross.,75,18,POINT (77.60166 13.06952)
Jakkur Layout Double Road,1,1,POINT (77.60422 13.07265)
Jalabhavan,61,19,POINT (77.6004 12.92407)
Jalahalli Bakery,11,3,POINT (77.54978 13.04264)
Jalahalli Cross,425,136,POINT (77.51879 13.0399)
Jalahalli Cross  Metro Station Departure,1,1,POINT (77.51933 13.0396)
Jalahalli Cross Metro Station Arrival,1,1,POINT (77.5191 13.03971)
Jalahalli East,124,12,POINT (77.54464 13.06759)
Jalahalli East 7th Camp,6,5,POINT (77.54636 13.07354)
Jalahalli Police Station,5,3,POINT (77.5495 13.04889)
Jalahalli Village,33,3,POINT (77.54725 13.04179)
Jalahalli West Shettyhalli Road,9,4,POINT (77.52024 13.05921)
Jalavayu Vihara,7,2,POINT (77.63695 13.02117)
Jalli Machine,258,65,POINT (77.55562 13.08601)
Jambu Savari Dinne,11,3,POINT (77.58097 12.86571)
Janaki Rama Layout,10,4,POINT (77.64228 13.04325)
Janapriya Apartment,64,18,POINT (77.49938 12.98895)
Janapriya Greenwood Apartment,6,4,POINT (77.51335 13.08511)
Janapriya Township,85,36,POINT (77.44278 12.99903)
Janatha Bazar  Banashankari,9,3,POINT (77.54594 12.92839)
Janatha Bazar Banashankari,6,2,POINT (77.54577 12.92837)
Janatha Colony,110,12,POINT (77.70393 12.72429)
Janatha Colony Byalalu,53,24,POINT (77.37797 12.89425)
Jangamakote,21,4,POINT (77.84676 13.26142)
Jangamakote Cross,15,3,POINT (77.84867 13.2707)
Janthagundanahalli,134,34,POINT (77.78545 12.92431)
Janthagundanahalli Cross,2,2,POINT (77.78187 12.92649)
Janthamane,26,8,POINT (77.75742 12.94204)
Jaraganahalli Cross,16,7,POINT (77.57344 12.9014)
Jayamahal,14,7,POINT (77.59448 13.00189)
Jayamahal Extension,93,12,POINT (77.59873 13.00206)
Jayanagar 6 block,62,23,POINT (77.57816 12.93069)
Jayanagar 6th block,105,13,POINT (77.57878 12.9309)
Jayanagara  38th Cross,62,4,POINT (77.58376 12.92101)
Jayanagara 38th Cross,39,10,POINT (77.58365 12.92146)
Jayanagara 40th Cross,41,4,POINT (77.58068 12.91989)
Jayanagara 4th Block,1,1,POINT (77.58602 12.92915)
Jayanagara 5th Block,30,14,POINT (77.58413 12.91701)
Jayanagara 8th Block,2,2,POINT (77.58028 12.92385)
Jayanagara Bus Station,70,15,POINT (77.58364 12.92802)
Jayanagara Church,60,22,POINT (77.58961 12.92715)
Jayanagara Metro Station Arrival,2,1,POINT (77.58021 12.92969)
Jayanagara Metro Station Depature,2,2,POINT (77.58021 12.92939)
Jayanagara Pump House,52,16,POINT (77.5971 12.92172)
Jayanagara Telephone Exchange,45,6,POINT (77.58374 12.92374)
Jayanthinagara,17,6,POINT (77.66385 13.02875)
Jayaram Das Factory,4,2,POINT (77.50594 12.93025)
Jaypura Doddy,2,1,POINT (77.56939 12.70869)
Jeevan Bheemanagara Cross,2,1,POINT (77.66134 12.96679)
Jeevan Bheemanagara Cross1,12,7,POINT (77.66151 12.96687)
Jeevanbheema Nagara,7,4,POINT (77.65763 12.96576)
Jeevanbheema Nagara Cross,5,2,POINT (77.66166 12.96686)
Jettipalya,71,9,POINT (77.40059 12.97661)
Jigala,49,15,POINT (77.76079 12.79985)
Jigala Colony,1,1,POINT (77.76297 12.79709)
Jigala Cross,7,2,POINT (77.77188 12.78208)
Jigani APC CIrcle,29,14,POINT (77.64342 12.77903)
Jigani APC Circle,23,11,POINT (77.64385 12.77926)
Jigani Bus Stand,6,2,POINT (77.63743 12.78664)
Jigani Double Road,5,3,POINT (77.62959 12.78862)
Jigani KEB,18,4,POINT (77.64496 12.77695)
Jigani Tent,95,11,POINT (77.63331 12.78737)
Jindal,10,2,POINT (77.48338 13.05353)
Jinke Bachahalli,21,9,POINT (77.5324 13.24667)
Jinke Bachahalli Gate,100,24,POINT (77.55248 13.246)
Jinnagara,18,9,POINT (77.82066 13.03306)
Jinnagara Cross,10,7,POINT (77.82616 13.02985)
Jnanakshi Layout,31,14,POINT (77.51362 12.91287)
Jnanashakthi Nagara,7,2,POINT (77.45857 12.98517)
Jodadakatte,28,8,POINT (77.26867 12.91514)
Jodi Aladamara,1,1,POINT (77.37789 12.9401)
Jogahalli Cross,8,3,POINT (77.65099 13.22208)
Jogerahalli,4,2,POINT (77.37427 12.98553)
Johnson Market,19,8,POINT (77.60681 12.96351)
Jonnahalli Gate,74,16,POINT (77.75914 13.18158)
Judical Layout Jn of 14th Cross,9,5,POINT (77.58475 13.0834)
Judicial Layout,3,2,POINT (77.53933 12.86837)
Judicial Layout 8th Main,4,2,POINT (77.53935 12.86833)
Judicial Layout Water Tank,34,7,POINT (77.58263 13.07748)
Judicial Layout YHK,7,4,POINT (77.58239 13.08868)
Juggath Farma,3,1,POINT (77.45532 12.89081)
Juggath Pharma,2,2,POINT (77.45517 12.89106)
Junglepalya Gate,92,31,POINT (77.59049 12.80834)
Junnasandra,24,3,POINT (77.47085 13.19059)
Junnasandra Cross,4,1,POINT (77.47712 13.19213)
Junnasandra Gate Wipro Regional Office,4,2,POINT (77.68439 12.91086)
Juttanapalya,129,34,POINT (77.42159 12.855)
Jyothi Farm,63,16,POINT (77.52876 12.85983)
Jyothi Nagara,7,2,POINT (77.52164 12.95926)
Jyothi Nivas College,8,3,POINT (77.61453 12.93542)
Jyothi School,16,7,POINT (77.62718 13.01455)
Jyothinagara,4,1,POINT (77.21586 12.96018)
Jyothipura,134,32,POINT (77.25166 12.94377)
Jyothipura Budigere,68,6,POINT (77.75065 13.10275)
Jyothipura Gate,135,39,POINT (77.74415 13.10258)
Jyothipura Koyara,5,1,POINT (77.62747 13.29235)
K Dommasandra,2,1,POINT (77.74076 13.0082)
K Gollahalli,29,4,POINT (77.45147 12.84318)
K Gollahalli Gate,7,3,POINT (77.39413 12.78644)
K Karenahalli Cross,130,37,POINT (77.39496 12.8621)
K Narayanapura,12,7,POINT (77.64216 13.06333)
K Narayanapura Cross,17,10,POINT (77.64612 13.05278)
K Narayanapura Main Bus Stand,14,5,POINT (77.64073 13.06627)
K Sathyavara Gate,2,2,POINT (77.8737 13.15916)
KBD Factory,8,2,POINT (77.37213 13.11709)
KCP Kalyana Mantapa,49,11,POINT (77.53137 13.28125)
KG Halli Post Office,10,5,POINT (77.53269 13.05691)
KG Lakkenahalli Cross,107,9,POINT (77.45955 13.02588)
KG Srinivasapura Cross,4,2,POINT (77.40021 13.1291)
KH Road,6,5,POINT (77.59286 12.95759)
KHB Colony,22,8,POINT (77.53549 12.98105)
KHB Colony Dodda Aladamara,31,3,POINT (77.39434 12.91368)
KHB Colony Sultanpalya,40,12,POINT (77.607 13.02815)
KHB Surya Nagara,85,36,POINT (77.76049 12.80651)
KIA Terminal 2,5,3,POINT (77.71539 13.19877)
KIADB Circle Bagalur,30,16,POINT (77.71703 13.17469)
KIADB Hoovinayakanahalli Gate,57,4,POINT (77.68108 13.15589)
KIDB Circle Bagaluru,2,1,POINT (77.71702 13.17488)
KIMS College,10,4,POINT (77.56176 12.92718)
KK School,36,13,POINT (77.74279 12.93312)
KLE Society College,22,12,POINT (77.48137 12.96835)
KLE Society College Cross,28,4,POINT (77.48347 12.9731)
KMF,148,33,POINT (77.5075 13.18859)
KPCC Office,2,1,POINT (77.57642 12.98287)
KR Circle,6,5,POINT (77.5864 12.97555)
KR Hospital Uttarahalli,101,15,POINT (77.54598 12.90695)
KR Market,43,23,POINT (77.57722 12.96367)
KR Market (Kalasipalya),28,18,POINT (77.57711 12.95916)
KR Market Flyover,14,4,POINT (77.57508 12.96474)
KR Pura Extension,13,7,POINT (77.69862 13.01172)
KR Pura Market,50,16,POINT (77.69535 13.00821)
KR Pura Railway Station,79,18,POINT (77.67654 12.99998)
KRB Indian Oil Petrol Bunk Kembathalli,126,47,POINT (77.56985 12.85943)
KSRP Training Centre,24,12,POINT (77.67244 12.88588)
KSSEM College,1,1,POINT (77.54227 12.8599)
KSWH Gowdon,7,3,POINT (77.78456 12.98932)
KTPO,17,9,POINT (77.72225 12.97702)
Kaateramma Devasthana,64,18,POINT (77.77907 13.09304)
Kaatumariyammana Devasthana,4,2,POINT (77.70154 13.29753)
Kachamaranahalli,9,2,POINT (77.7335 12.91226)
Kachanayakanahalli,2,1,POINT (77.6867 12.79919)
Kacharakanahalli,10,4,POINT (77.62872 13.02107)
Kacharakanahalli Cross,1,1,POINT (77.81529 13.00932)
Kachohalli,13,2,POINT (77.47058 13.00016)
Kachohalli Gate,4,4,POINT (77.46871 12.99056)
Kada Agarahara Cross,5,2,POINT (77.68549 13.07978)
Kada Agrahara,21,6,POINT (77.69182 13.07854)
Kadabagere,6,3,POINT (77.43317 12.99683)
Kadabagere Cross,40,10,POINT (77.44898 12.98897)
Kadanuru,1,1,POINT (77.45557 13.24325)
Kadanuru Hand post,1,1,POINT (77.4836 13.23969)
Kadanuru Katte,21,6,POINT (77.46075 13.24669)
Kadasikoppa,29,5,POINT (77.40671 12.69327)
Kadasonnappanahalli Gate,31,6,POINT (77.65811 13.10154)
Kadayarappanahalli,8,3,POINT (77.70526 13.18405)
Kadiganahalli Gate,17,4,POINT (77.63162 13.16825)
Kadirenahalli,70,28,POINT (77.44864 13.0417)
Kadirenahalli Cross,69,27,POINT (77.56727 12.91364)
Kadirenahalli Park,3,3,POINT (77.56453 12.91768)
Kadirenahalli Village,92,34,POINT (77.56141 12.91574)
Kadu Jakkasandra,260,81,POINT (77.5133 12.70043)
Kadubisanahalli,6,3,POINT (77.69704 12.94259)
Kadugenahalli Gate,2,1,POINT (77.63116 13.16835)
Kadugodi Bapuji Circle,65,23,POINT (77.76436 12.9975)
Kadugodi Bridge,33,7,POINT (77.75769 12.99448)
Kadugodi Bus Station,33,8,POINT (77.75855 12.99563)
Kadugodi Bus Station Arrival,5,2,POINT (77.7585 12.99596)
Kadugodi Govt Hospital,57,9,POINT (77.76164 12.99699)
Kadugondanahalli Police Station,17,9,POINT (77.61901 13.02106)
Kadugondanahalli Railway Gate,10,3,POINT (77.61991 13.0259)
Kadukarenahalli,3,1,POINT (77.31568 13.05431)
Kadumane Hotel,59,22,POINT (77.40725 12.81546)
Kadusonnappanahalli,8,5,POINT (77.66373 13.09888)
Kaggalahalli,4,3,POINT (77.48688 12.72769)
Kaggalahalli Gate,227,39,POINT (77.75262 13.15318)
Kaggalipura,255,48,POINT (77.50847 12.80031)
Kaggalipura Colony,32,7,POINT (77.50324 12.80644)
Kaggalipura Cross,22,4,POINT (77.73111 12.85555)
Kaikondrahalli,99,16,POINT (77.67763 12.91372)
Kaka Ramanahalli,27,4,POINT (77.36321 12.83009)
Kakolu,4,2,POINT (77.51852 13.18433)
Kalamandira  Marathahalli Bridge,7,2,POINT (77.70131 12.96033)
Kalamandira Marathahalli Bridge,2,1,POINT (77.70143 12.95993)
Kalathammanahalli,3,2,POINT (77.51687 13.10346)
Kalena Agrahara,41,16,POINT (77.59186 12.86612)
Kalenahalli,13,6,POINT (77.51223 13.14713)
Kalenahalli Gate,16,4,POINT (77.50506 13.14902)
Kaleshwari Bannerughatta Road,45,7,POINT (77.59401 12.79365)
Kalidasa Layout,34,11,POINT (77.553 12.94885)
Kalikanagara Shiva Temple,8,5,POINT (77.49024 13.00892)
Kalkere,82,37,POINT (77.58905 12.8326)
Kalkere Cross,6,3,POINT (77.67891 13.0213)
Kalkere School,6,2,POINT (77.67318 13.03332)
Kalkunte Agrahara,13,7,POINT (77.84095 12.93282)
Kalkunte Agrahara School,28,13,POINT (77.8412 12.93636)
Kallabala Cross,108,44,POINT (77.62728 12.77105)
Kallabalu,80,25,POINT (77.62235 12.76962)
Kallabalu Cross,1,1,POINT (77.62239 12.77214)
Kallur,8,2,POINT (77.31805 12.94587)
Kalya,8,2,POINT (77.1824 12.97972)
Kalya Cross (Sripathyhalli Cross),1,1,POINT (77.18406 12.98477)
Kalya Gate Magadi,11,3,POINT (77.22119 12.95808)
Kalyana Mantapa Koramangala,4,2,POINT (77.61839 12.93739)
Kalyanamantapa (Oxford College),48,15,POINT (77.62682 12.89968)
Kalyananagara,47,17,POINT (77.52379 12.96736)
Kalyananagara 1st Block,19,8,POINT (77.64331 13.02188)
Kalyananagara 302,3,1,POINT (77.63708 13.02605)
Kalyananagara Bus Stand,123,34,POINT (77.63839 13.02642)
Kamadhenu Kshetra,16,2,POINT (77.44981 13.02534)
Kamakshipalya,28,15,POINT (77.52917 12.98375)
Kamakshipura,80,18,POINT (77.48907 13.19827)
Kamakya Talkies,95,40,POINT (77.55333 12.92402)
Kamalanagara,51,21,POINT (77.53082 12.99268)
Kamalanagara BEML Layout,11,4,POINT (77.52925 12.9929)
Kamalanagara Market,43,13,POINT (77.53079 12.99608)
Kamalanagara Water Tank,156,36,POINT (77.53992 12.99557)
Kamanahalli,90,34,POINT (77.7961 12.90795)
Kamanahalli Circle,44,14,POINT (77.79268 12.9081)
Kamarasanahalli,65,23,POINT (77.86155 13.01628)
Kambadakallu,73,25,POINT (77.31117 13.09982)
Kammagondanahalli Bridge,32,8,POINT (77.53269 13.05454)
Kammagondanahalli Rama Temple,105,46,POINT (77.53068 13.06377)
Kammagonda‌nahalli Bridge,9,3,POINT (77.53475 13.05491)
Kammanahalli,65,14,POINT (77.6364 13.01766)
Kammanahalli Empire Hotel,31,16,POINT (77.63579 13.01472)
Kammasandra,63,21,POINT (77.71644 13.07862)
Kammasandra Gate,28,9,POINT (77.71599 13.08163)
Kammasandra Palya,116,28,POINT (77.43902 13.02985)
Kanaka Nagara,2,1,POINT (77.60736 13.03953)
Kanaka Nagara Gate,24,7,POINT (77.43472 13.13824)
Kanakadasa Circle,2,1,POINT (77.53919 13.28776)
Kanakagiri Horamavu,50,13,POINT (77.6685 13.04132)
Kanakashree Layout Chikka Gubbi,111,44,POINT (77.6546 13.08675)
Kanasawadi,47,12,POINT (77.43139 13.20188)
Kanchugaranahalli,2,2,POINT (77.44622 12.72364)
Kanchugaranahalli Colony,3,1,POINT (77.44081 12.71595)
Kanegowdanahalli,1,1,POINT (77.38466 13.12951)
Kanekal,40,9,POINT (77.82307 12.99322)
Kanekallu Cross,5,1,POINT (77.82642 12.99611)
Kanivemadhapura Cross,25,9,POINT (77.58476 12.69609)
Kanminake,12,8,POINT (77.43382 12.86301)
Kanminake Colony,260,69,POINT (77.42896 12.85818)
Kannalli,5,4,POINT (77.45886 12.96757)
Kannamangala,24,9,POINT (77.7697 13.02624)
Kannamangala Gate,209,68,POINT (77.75872 13.03217)
Kannamangala Gate 2,8,2,POINT (77.7587 13.0322)
Kannamangala Madhure,94,18,POINT (77.41043 13.19654)
Kannurahalli,144,18,POINT (77.80713 13.06)
Kannurahalli Cross/Bekary,54,10,POINT (77.79823 13.06918)
Kannurahalli Ittige Factory,3,3,POINT (77.80995 13.05444)
Kannuru,46,24,POINT (77.65429 13.09327)
Kannuru Junction,24,10,POINT (77.65484 13.09264)
Kanshiram Nagara,4,3,POINT (77.5389 13.09061)
Kantaanakunte,2,2,POINT (77.53195 13.33363)
Kantanakunte,45,8,POINT (77.53183 13.33358)
Kanteerava Studio,146,48,POINT (77.53252 13.02138)
Kanuvanahalli,10,3,POINT (77.38619 13.00525)
Kanyakumari,9,2,POINT (77.48245 12.71806)
Karahalli,203,32,POINT (77.69198 13.32719)
Karapanahalli Gate,2,1,POINT (77.87861 13.16707)
Karekal Cross,14,6,POINT (77.37388 12.97391)
Karekallu Doddi,23,6,POINT (77.49497 12.65159)
Karekalpalya,20,4,POINT (77.40212 13.06992)
Karekalpalya Cross,5,3,POINT (77.40351 13.06651)
Karenahalli,33,8,POINT (77.46582 12.78512)
Kari Obanahalli,117,30,POINT (77.48658 13.02493)
Karibeeranahosahalli,4,2,POINT (77.8614 13.03861)
Karibeeranahosahalli Cross,1,1,POINT (77.86456 13.04547)
Karishma Hills,4,3,POINT (77.53621 12.88851)
Karishma Hills Cross,4,3,POINT (77.54129 12.8888)
Kariyanapalya,3,2,POINT (77.52182 12.89269)
Kariyappana Doddy,8,5,POINT (77.56876 12.7042)
Kariyappanapalya,15,6,POINT (77.38366 12.86171)
Karlapura,2,2,POINT (77.49186 13.20668)
Karlapura Colony,31,13,POINT (77.49132 13.20528)
Karlapura Gate,12,6,POINT (77.49191 13.20012)
Karlapura Gate BIT,4,2,POINT (77.50087 13.2086)
Karpura Gate,39,16,POINT (77.70798 12.73568)
Karthik Nagara,14,7,POINT (77.7017 12.96821)
Kasaba,4,2,POINT (77.54732 13.28255)
Kasaghatta,4,2,POINT (77.38911 13.2685)
Kasaghattapura Gate,4,3,POINT (77.49731 13.11194)
Kasavanahalli,131,19,POINT (77.67605 12.90489)
Kasthuri Nagara,126,24,POINT (77.6613 13.00247)
Kasthurinagara,4,3,POINT (77.66313 13.00397)
Katamanallur Gate,16,6,POINT (77.76161 13.05318)
Kateramma Temple Makanahalli,1,1,POINT (77.82797 13.01236)
Kathriguppe,269,85,POINT (77.54983 12.9251)
Kattalepalya,32,2,POINT (77.46412 12.79698)
Kattigehalli Cross,34,5,POINT (77.62576 13.12176)
Kattigenahalli,52,20,POINT (77.87696 13.02364)
Kattigenahalli Colony,1,1,POINT (77.88427 13.02829)
Kattigenahalli Cross,17,8,POINT (77.62558 13.12185)
Kattigenahalli Gate,155,11,POINT (77.88731 13.0373)
Kattu Gollahalli Gate,73,29,POINT (77.74286 13.0944)
Kaval Byrasandra,12,2,POINT (77.60769 13.01974)
Kavala Hosahalli,65,15,POINT (77.70442 12.72589)
Kaveri Nagara,2,1,POINT (77.56931 12.91986)
Kebbahaala,55,4,POINT (77.50346 12.98553)
Kebbedoddi Gate,163,41,POINT (77.481 12.70305)
Kebbepalya Gate,33,12,POINT (77.51389 13.09012)
Kembaliganahalli Gate,40,8,POINT (77.89922 13.13265)
Kempadyapanahalli,4,1,POINT (77.35425 12.8669)
Kempaiahnagara,31,5,POINT (77.4825 13.10821)
Kempaiahnapalya,18,1,POINT (77.43001 12.72049)
Kempaiahnapalya Cross,6,4,POINT (77.44009 12.73298)
Kempalinganahalli,80,32,POINT (77.37504 13.09457)
Kempalinganahalli Cross,2,2,POINT (77.38104 13.09551)
Kempapura,36,9,POINT (77.49959 13.09469)
Kempashetty Doddy,6,3,POINT (77.43094 12.74117)
Kempashetty Doddy Gate,5,2,POINT (77.42946 12.74384)
Kempathimmanahalli,46,9,POINT (77.65463 13.22314)
Kempathimmanahalli Cross,3,3,POINT (77.64394 13.22065)
Kempegowda Arch,5,2,POINT (77.52556 13.00174)
Kempegowda Bus Station,112,39,POINT (77.57327 12.97749)
Kempegowda Bus Station(Majestic/KBS),2,2,POINT (77.57389 12.97793)
Kempegowda Garden,19,8,POINT (77.52161 13.07728)
Kempegowda Institute Nursing Hostel,2,2,POINT (77.52969 12.90393)
Kempegowda International Airport,24,7,POINT (77.70774 13.19916)
Kempegowda International Airport Back Gate,1,1,POINT (77.67968 13.1982)
Kempegowda Swimming Pool,8,6,POINT (77.55926 12.94823)
Kempu Dommasandra,140,24,POINT (77.70796 12.67441)
Kempu Dommasandra Cross,3,1,POINT (77.71006 12.69447)
Kenchanapura,66,37,POINT (77.44965 12.95711)
Kenchanapura Cross,46,9,POINT (77.49352 12.94151)
Kencharayana Doddy,4,3,POINT (77.55618 12.81955)
Kendriya Sadana Koramangala,1,1,POINT (77.62029 12.92596)
Kendriya Vidyalaya,38,21,POINT (77.54428 13.06556)
Kendriya Vidyalaya ASC Center,5,1,POINT (77.61259 12.96676)
Kendriya Vihara,20,5,POINT (77.60213 13.10643)
Kengal Dabaspete,199,50,POINT (77.22726 13.21047)
Kenganahalli,5,2,POINT (77.41171 13.05159)
Kengeri,24,6,POINT (77.48543 12.91244)
Kengeri Bus Station,45,16,POINT (77.48645 12.91406)
Kengeri Church,12,8,POINT (77.48642 12.9282)
Kengeri Club,68,26,POINT (77.47297 12.92355)
Kengeri Ganesha Temple,14,2,POINT (77.48037 12.91143)
Kengeri Police Station,3,3,POINT (77.48206 12.91044)
Kengeri Post Office,392,67,POINT (77.48182 12.91536)
Kengeri Railway Station,47,12,POINT (77.48235 12.9168)
Kengeri Satellite Town,96,30,POINT (77.48483 12.92351)
