name,trip_count,route_count,id,geometry
Shopping Complex HMT,10,3,1q6,POINT (77.53739 13.04962)
Shopping Complex HMT,13,4,tk,POINT (77.53772 13.04964)
Shreepatihalli,2,1,34b,POINT (77.16781 12.96259)
Shri Rama Temple,4,2,u9,POINT (77.52313 12.744)
Shri Vidhyanagara,3,2,2ya,POINT (77.53985 12.93431)
Shrinivagilu Ejipura,20,5,3ga,POINT (77.63291 12.93842)
Shrinivagilu Ejipura,15,3,41q,POINT (77.63265 12.93859)
Shrunga School Devangondi,11,8,27d,POINT (77.83262 12.97406)
Shrunga School Devangondi,18,8,ov,POINT (77.8326 12.97414)
Shrusti School Yalahanka,17,5,7v,POINT (77.57596 13.10706)
Shrusti School Yalahanka,9,2,h2,POINT (77.57594 13.10703)
Shylendra Doddy,2,1,3j0,POINT (77.55289 12.80071)
Siddaganga College,10,4,2b8,POINT (77.39278 13.08227)
Siddaganga College,7,3,3a7,POINT (77.39274 13.08213)
Siddaiah Puranik Road Junction,2,2,2lp,POINT (77.53716 12.98212)
Siddaiah Puranik Road Junction,6,2,y2,POINT (77.5373 12.98217)
Siddana Hosahalli,5,4,2cw,POINT (77.46017 13.05685)
Siddana Hosahalli,2,1,p0,POINT (77.46014 13.05682)
Siddanayakanahalli,1,1,3di,POINT (77.54992 13.29816)
Siddanayakanahalli,3,2,3ow,POINT (77.54978 13.2982)
Siddapura,3,1,2fw,POINT (77.73108 12.95637)
Siddapura,39,10,3e7,POINT (77.73057 12.95607)
Siddapura,142,24,3yb,POINT (77.73191 12.95634)
Siddapura Ashoka Pillar,18,4,18a,POINT (77.58879 12.94621)
Siddapura Ashoka Pillar,28,6,19y,POINT (77.58873 12.94633)
Siddartha International School,8,2,35r,POINT (77.48843 13.02848)
Siddartha International School,5,1,w8,POINT (77.48842 13.02854)
Siddartha Nagara,5,3,435,POINT (77.80616 13.08098)
Siddartha School Cross,51,2,25v,POINT (77.48905 13.02611)
Siddartha School Cross,33,2,7k,POINT (77.48893 13.02607)
Sidedahalli,9,2,1o0,POINT (77.49523 13.06256)
Sidedahalli,1,1,2x0,POINT (77.49527 13.06258)
Siemens,13,5,16h,POINT (77.66228 12.84542)
Siemens,20,7,ul,POINT (77.66215 12.84556)
Siemens Bank,1,1,1f1,POINT (77.49674 13.14916)
Siemens ‌ Bank,2,1,dv,POINT (77.49667 13.14911)
Silk Farm,9,5,33,POINT (77.78539 12.81695)
Silk Farm,14,5,38r,POINT (77.78543 12.81704)
Silk Institute Metro Station,97,33,hw,POINT (77.52993 12.8616)
Silk Institute metro station,44,15,1l0,POINT (77.52985 12.86182)
Siluvepura,6,4,2ru,POINT (77.50104 13.1143)
Singahalli,5,2,45i,POINT (77.72403 13.16158)
Singahalli,4,2,qv,POINT (77.72407 13.16164)
Singaianapalya Phoenix,65,31,9a,POINT (77.69531 12.9956)
Singaianapalya Phoenix,53,22,xv,POINT (77.6954 12.99542)
Singanayakanahalli Gate,11,6,46a,POINT (77.56972 13.14767)
Singanayakanahalli Gate,8,4,475,POINT (77.56982 13.1477)
Singapura,8,3,124,POINT (77.53823 13.07975)
Singapura,2,1,1hx,POINT (77.53834 13.07965)
Singapura LT,2,1,1lo,POINT (77.53999 13.07498)
Singapura LT,5,2,wp,POINT (77.53983 13.07501)
Singarahalli,2,1,1pv,POINT (77.62534 13.22683)
Singarapura,9,5,1cf,POINT (77.74372 13.09957)
Singarapura,8,2,1e1,POINT (77.74376 13.09961)
Singasandra,164,24,29e,POINT (77.64704 12.8774)
Singasandra,186,34,3f7,POINT (77.64651 12.87886)
Singasandra FLY,11,3,1df,POINT (77.64708 12.87741)
Singasandra FLY,12,3,3fq,POINT (77.64637 12.87879)
Singena Agrahara Cross,4,1,2vn,POINT (77.719 12.83499)
Singena Agrahara Cross Fruits Market,13,8,17,POINT (77.68718 12.84257)
Singena Agrahara Cross Fruits Market,5,4,2s0,POINT (77.68709 12.84235)
Sipgere Gate,2,1,3zn,POINT (77.57724 12.82207)
Sipgere Gate,1,1,al,POINT (77.57722 12.82232)
Sir M Vishweshwaraiah Railway Station,41,3,3pm,POINT (77.64099 12.99966)
Sirsi Circle,193,40,2iu,POINT (77.55921 12.96022)
Sirsi Circle,100,20,2mh,POINT (77.55686 12.96038)
Sirsi Circle,23,8,2u6,POINT (77.55995 12.96223)
Skylark Arcadia Sadaramangala,16,1,lv,POINT (77.73551 13.00641)
Soladevanahalli,2,2,3xr,POINT (77.3509 13.00808)
Soladevanahalli Police Station,18,4,10q,POINT (77.48895 13.09339)
Soladevanahalli Police Station,42,20,3q0,POINT (77.48897 13.09335)
Sollepura,8,3,3we,POINT (77.75638 12.83008)
Solur,5,2,2mu,POINT (77.84313 13.07085)
Solur,1,1,3zb,POINT (77.65574 13.26459)
Solur Gate,2,1,1ly,POINT (77.6563 13.26996)
Solur Gate,1,1,32l,POINT (77.65629 13.27013)
Solur Hassan Road,1,1,2zy,POINT (77.24483 13.07326)
Solur Railway Station,1,1,22j,POINT (77.25698 13.06514)
Somalapura,2,1,41j,POINT (77.86114 12.9689)
Somanahalli,8,1,46y,POINT (77.50358 12.77258)
Somanahalli,14,3,5r,POINT (77.50359 12.77267)
Somanahalli Gate,27,8,2bs,POINT (77.49675 12.78052)
Somanahalli Gate,62,22,3jb,POINT (77.49682 12.78054)
Somasandra Palya,9,4,ie,POINT (77.65121 12.89881)
Somasandra palya  Lake,1,1,38i,POINT (77.64863 12.89949)
Somashettyhalli Cross,3,2,1aj,POINT (77.52358 13.09288)
Somashettyhalli Cross,6,1,3bh,POINT (77.51724 13.08147)
Somashettyhalli Cross,1,1,3p9,POINT (77.51721 13.08142)
Somathanahalli,1,1,9v,POINT (77.76858 13.16917)
Somathanahalli Gate,1,1,1tp,POINT (77.76021 13.17112)
Somathanahalli Gate,3,2,hn,POINT (77.76016 13.1711)
Someshwara Colony Magadi,3,2,366,POINT (77.20795 12.96417)
Sompura Gate,67,18,2i,POINT (77.77213 12.86207)
Sompura Gate,19,9,45c,POINT (77.772 12.86202)
Sompura Tumakur Road,1,1,f1,POINT (77.25141 13.21807)
Sonadenahalli Gate,5,3,83,POINT (77.80761 13.08779)
Sonadenahalli Hosakote,1,1,1nf,POINT (77.80607 13.08995)
Sonal Garments Laggere Cross,55,3,13h,POINT (77.52642 13.02158)
Sonal Garments Laggere Cross,76,4,nw,POINT (77.52695 13.02152)
Sonare Doddy,3,1,3iw,POINT (77.51949 12.70958)
Sondekoppa,5,1,1ku,POINT (77.38432 13.02102)
Sondekoppa,13,5,3r5,POINT (77.3843 13.02089)
Sondekoppa Circle Nelamangala,12,6,2kf,POINT (77.39479 13.0921)
Sondekoppa Circle Nelamangala,7,3,450,POINT (77.39483 13.09223)
Sondekoppa Cross,2,2,1j8,POINT (77.35086 13.01946)
Sonnappanahalli,2,1,2qy,POINT (77.61716 13.15615)
Sonnappanahalli,12,9,yb,POINT (77.66576 13.10764)
Sonnenahalli,49,11,14l,POINT (77.4792 12.94215)
Sonnenahalli,9,3,3f0,POINT (77.47913 12.94205)
Sonnenahalli,1,1,485,POINT (77.50036 13.1977)
Sonnenahalli,4,2,ab,POINT (77.50036 13.19775)
Sonnenahalli,4,2,ws,POINT (77.68272 13.30982)
Sonnenahalli Bridge,30,6,2gx,POINT (77.48357 12.94197)
Sonnenahalli Bridge,18,7,xo,POINT (77.48285 12.94208)
Sonnenahalli Govt Hospital,1,1,109,POINT (77.50225 13.19344)
Sonnenahalli Govt Hospital,4,2,3f9,POINT (77.50226 13.19348)
Sonnur Gate,1,1,b8,POINT (77.89368 12.89106)
Sony World 100ft Road  Koramangala,14,2,13b,POINT (77.62766 12.93793)
Sony World 100ft Road  Koramangala,30,10,3om,POINT (77.62659 12.93685)
Sony World 80ft Road Koramangala,16,3,3c5,POINT (77.62734 12.93694)
Sony World 80ft Road Koramangala,33,9,bk,POINT (77.62639 12.93782)
Sophiya School,34,12,11r,POINT (77.58864 12.98609)
Sophiya School,4,4,2a5,POINT (77.58934 12.98573)
Sophiya School (KIA),3,3,1yb,POINT (77.58971 12.98586)
Sorahunse Gate,14,5,494,POINT (77.75108 12.9434)
Soukya Hospital Junction,7,5,3my,POINT (77.78194 12.98811)
South End Circle,66,15,2ax,POINT (77.57965 12.93717)
South End Circle,5,3,358,POINT (77.58128 12.9368)
South End Circle,106,27,428,POINT (77.58016 12.93625)
Sowdamini Kalyana Mantapa,57,11,1w3,POINT (77.56663 12.88386)
Sowdamini Kalyana Mantapa,49,12,3ln,POINT (77.56669 12.8839)
Spriling School,7,3,28w,POINT (77.74418 13.13775)
Spriling School,4,2,hm,POINT (77.74417 13.13772)
Sri Banashankari Layout,2,1,1vr,POINT (77.55796 13.17154)
Sri Bhuvaneshwari Nagara,8,2,2z5,POINT (77.60257 13.0552)
Sri Kamadhenu Kshetra,5,1,212,POINT (77.4488 13.02419)
Sri Ramadevasthana,1,1,18r,POINT (77.69837 12.70912)
Sri Ramadevasthana,1,1,2ys,POINT (77.69834 12.70916)
Sri Ramanahalli,8,5,2g1,POINT (77.56285 13.19505)
Sri Ramanahalli,8,4,2ul,POINT (77.56296 13.19517)
Sri Ramapura,4,1,2tf,POINT (77.62003 13.06588)
Sri Swananda Ashrama,4,2,1ic,POINT (77.49429 12.84399)
Sri Swananda Ashrama,3,2,2q7,POINT (77.49423 12.84396)
Srigandhada Kaval,1,1,449,POINT (77.50174 12.97871)
Srinagara Bus Station,3,3,1m3,POINT (77.55479 12.94425)
Srinavasa Temple,81,7,3rr,POINT (77.54508 13.00831)
Srinivasa Kalyana Mantapa,8,3,2nr,POINT (77.54438 12.926)
Srinivasa Kalyana Mantapa,7,2,39d,POINT (77.54428 12.92585)
Srinivasa Nagara,15,6,48y,POINT (77.55687 12.93816)
Srinivasa Nagara,18,7,zm,POINT (77.55649 12.93822)
Srinivasa Temple,85,6,w4,POINT (77.54499 13.00835)
Srinivasapura Colony,1,1,3vj,POINT (77.35051 13.08125)
Srinivasapura Cross,1,1,371,POINT (77.36469 13.07511)
Srinivasapura Cross,4,3,37c,POINT (77.36488 13.07502)
Srinivasapura Cross,4,4,3ak,POINT (77.36505 13.07494)
Srinivasapura Cross,32,10,49z,POINT (77.64513 13.126)
Srinivasapura Cross,19,11,da,POINT (77.64524 13.12598)
Srinivasapura Cross,1,1,wk,POINT (77.51073 12.90403)
Srinivasapura Kogilu,36,8,2vk,POINT (77.62358 13.10335)
Srinivasapura Kogilu,41,10,2xk,POINT (77.62349 13.10349)
Srinivasapura Nelamangala,1,1,1hz,POINT (77.34075 13.08512)
Sriram Properties,9,5,2kc,POINT (77.78476 12.81145)
Sriram Properties,14,5,q8,POINT (77.78464 12.81068)
Srirama Layout Avalahalli Road,5,2,2gh,POINT (77.72935 13.0397)
Srirama Reddy Layout,2,2,372,POINT (77.68157 12.97175)
Srirama Reddy Layout,1,1,r8,POINT (77.68145 12.97182)
Sriramapura Bommasandra Road,9,5,2sn,POINT (77.66201 12.80224)
Sriramapura Bommasandra Road,1,1,32r,POINT (77.66218 12.80234)
Sriramapura Circle,4,1,299,POINT (77.60977 13.06657)
Sriramapura Colony,1,1,3dh,POINT (77.31245 13.0228)
Sriramapura Cross,4,1,31f,POINT (77.61321 13.06767)
St Francis School,7,4,3b0,POINT (77.62563 12.8888)
St Francis School,48,13,3py,POINT (77.62568 12.88898)
St Johns Hospital,17,5,1ja,POINT (77.61594 12.92933)
St Johns Hospital,258,55,2qv,POINT (77.61584 12.92959)
St Johns Hospital,132,23,2ux,POINT (77.61531 12.92909)
St Joseph Boys High School Musuem Road,29,7,1ee,POINT (77.6044 12.97193)
St Joseph College,239,61,495,POINT (77.60368 12.97036)
St Joseph's High School,1,1,30t,POINT (77.70545 12.69719)
St Josephine School Annapoorneshwarinagara,1,1,3ny,POINT (77.50574 12.9778)
St Josephs Indian School/ Malya Hospital,258,68,3cu,POINT (77.5943 12.97052)
St Marthas Hospital,449,94,2j3,POINT (77.58716 12.96945)
St Marys School,2,2,195,POINT (77.60954 12.84573)
St Marys School,9,2,3gk,POINT (77.60942 12.84594)
St Patrick Church,32,11,22s,POINT (77.60517 12.97023)
St francis College,58,15,152,POINT (77.63086 12.92441)
St francis College,32,6,2r8,POINT (77.63124 12.92432)
State Bank India Garage,29,7,1jw,POINT (77.6015 12.97435)
State Bank of India,109,28,1oh,POINT (77.55345 13.04999)
State Bank of India,32,6,si,POINT (77.55309 13.05051)
Steel Factory Banasawadi,3,2,2am,POINT (77.64934 13.01306)
Steel Factory Banasawadi,2,2,9k,POINT (77.6498 13.01333)
Sterling Apartment,2,2,1mj,POINT (77.58845 13.05783)
Sterling Apartment,3,2,3fj,POINT (77.58834 13.05778)
Stone Factory,6,3,1p7,POINT (77.4976 12.84428)
Stone Factory,1,1,2l,POINT (77.4977 12.84427)
Subbaiah Circle,5,1,3d6,POINT (77.59102 12.96258)
Subbaiah Circle,144,28,3i,POINT (77.59093 12.96266)
Subbanna Garden,1,1,2n,POINT (77.53225 12.96464)
Subbanna Garden,9,3,2uj,POINT (77.5322 12.96468)
Subbarayappanapalya Cross,1,1,2sl,POINT (77.43763 12.88939)
Subbarayappanapalya Cross,20,8,39t,POINT (77.43769 12.88926)
Subbayyanapalya/Ayyappa Temple,6,3,3ai,POINT (77.64063 13.00747)
Subbayyanapalya/Ayyappa Temple,5,4,gk,POINT (77.64093 13.00755)
Subramanya Swamy Temple,23,9,1tz,POINT (77.562 12.94171)
Subramanya Swamy Temple,20,10,y5,POINT (77.56165 12.94359)
Subramanyanagara,1,1,j2,POINT (77.56133 13.00409)
Subramanyanagara,10,1,tp,POINT (77.56136 13.00415)
Subramanyanagara Police Station,10,3,1gt,POINT (77.55356 13.00347)
Subramanyanagara Police Station,1,1,22y,POINT (77.55341 13.0034)
Subramanyapura KEB,2,2,r0,POINT (77.54636 12.89758)
Subramanyapura Police Station,14,2,3la,POINT (77.54418 12.90147)
Subramanyapura Police Station,2,2,41e,POINT (77.54414 12.90144)
Subramanyapura Post Office,11,3,1cq,POINT (77.54392 12.89879)
Subramanyapura Post Office,5,1,2pp,POINT (77.54391 12.89884)
Sudduguntepalya,10,1,2up,POINT (77.60985 12.9312)
Sudduguntepalya,1,1,bi,POINT (77.60988 12.93123)
Sugaturu,4,1,1vu,POINT (77.83276 13.25698)
Suggatta,2,2,2c4,POINT (77.60332 13.14464)
Suggatta,2,1,vv,POINT (77.60357 13.14482)
Sujatha Talkies,150,15,1ri,POINT (77.56234 12.98262)
Sujatha Talkies,117,15,2d4,POINT (77.56208 12.98246)
Sulibele,25,4,3xy,POINT (77.80293 13.18673)
Sulibele,19,1,3zx,POINT (77.80311 13.18673)
Sulibele KEB,23,2,259,POINT (77.80023 13.18552)
Sulibele KEB,25,4,2w,POINT (77.80048 13.18568)
Sulibele Quarters,19,1,35j,POINT (77.80542 13.18894)
Sulibele Quarters,21,3,3bl,POINT (77.80538 13.18904)
Sulikere,17,1,42m,POINT (77.44804 12.93906)
Sulikere Cross,18,2,1gb,POINT (77.44652 12.93479)
Sulikere Cross,17,1,2qu,POINT (77.44647 12.93484)
Sulikunte,58,15,2vc,POINT (77.72846 12.89246)
Sulikunte,11,5,47x,POINT (77.72851 12.89228)
Sulivara,3,2,479,POINT (77.36218 12.90299)
Sulivara Cross,2,1,2cy,POINT (77.36752 12.9025)
Sultan palya,13,3,20c,POINT (77.60407 13.02658)
Sultan palya,3,1,f0,POINT (77.60409 13.02654)
Sultanpalya Cross Pushpanjali Talkies,51,6,11f,POINT (77.60242 13.02211)
Sultanpalya Cross Pushpanjali Talkies,59,8,2oq,POINT (77.60241 13.02215)
Summanahalli,133,36,33l,POINT (77.51914 12.98739)
Summanahalli,76,14,3ue,POINT (77.52077 12.98682)
Summanahalli,18,6,48v,POINT (77.51934 12.98631)
Summanahalli,82,13,8a,POINT (77.5195 12.98824)
Sumuka Layout,3,2,30h,POINT (77.70018 12.85473)
Sun Shine School,7,1,nu,POINT (77.66821 13.03088)
Sun Valley Public School Thimmsandra,20,2,3nf,POINT (77.77387 13.12852)
Sun Valley Public School Thimmsandra,25,4,r5,POINT (77.77382 13.12839)
Sundara Nagara,1,1,391,POINT (77.42296 13.07151)
Sundaram Estate,2,1,3s5,POINT (77.47597 12.77732)
Sunkadakatte,1,1,28c,POINT (77.50583 12.98931)
Sunkadakatte,9,1,3xt,POINT (77.50154 12.98989)
Sunkadakatte,66,9,43s,POINT (77.50638 12.98946)
Sunkadakatte,107,32,di,POINT (77.5038 12.99018)
Super Talkies (Cottonpet Hospital),76,11,4t,POINT (77.57023 12.96808)
Surabhi Layout,20,13,1f9,POINT (77.58187 12.86762)
Surabhi Layout,15,4,48h,POINT (77.58189 12.86746)
Suradenapura Gate,8,4,2zb,POINT (77.55912 13.20445)
Suradenapura Gate,8,5,3z4,POINT (77.55907 13.20426)
Suragajakkanahalli,4,1,3m0,POINT (77.66906 12.73972)
Suranjan Das Road/NGEF,3,3,3r,POINT (77.6481 12.98643)
Surya Nagara,36,10,1og,POINT (77.70562 12.79071)
Surya Nagara,48,12,48g,POINT (77.70578 12.79081)
Surya Nagara Apartment,2,2,11u,POINT (77.76268 12.9313)
Surya Nagara Apartment,11,4,3f5,POINT (77.76252 12.9314)
Suryacity Gate,48,12,1k3,POINT (77.70616 12.79268)
Suryacity Gate,36,10,30s,POINT (77.70601 12.79258)
Swami Narayana Gurukula,24,6,165,POINT (77.43691 12.86656)
Swami Narayana Gurukula,16,5,5z,POINT (77.43659 12.8667)
Swamy Vivekananda Metro Station,1,1,i,POINT (77.64547 12.98583)
Swamy Vivekananda Metro Station/Isolation Hospital,128,58,3ih,POINT (77.6452 12.9859)
Swamy Vivekananda Metro Station/Isolation Hospital,84,26,46c,POINT (77.6434 12.98507)
Swastik Sheshadripuram,1,1,197,POINT (77.57449 12.98784)
Swastik Sheshadripuram College,42,6,1cz,POINT (77.57414 12.98851)
Swastik Sheshadripuram College,6,4,2fl,POINT (77.57416 12.98916)
Swastik Sheshadripuram College,155,45,3iu,POINT (77.57422 12.98798)
Syndicate Bank,19,9,fl,POINT (77.56423 12.9466)
Syndicate Bank Layout,84,3,39a,POINT (77.48947 12.99796)
Systems Peenya,41,14,2im,POINT (77.51794 13.03497)
Systems Peenya,35,9,70,POINT (77.51806 13.03506)
T Agrahara,4,1,292,POINT (77.57876 13.18151)
T Agrahara,1,1,2q2,POINT (77.852 13.1903)
T Begur,1,1,1j6,POINT (77.33952 13.15005)
T Begur,1,1,3oo,POINT (77.33898 13.14859)
T Dasarahalli,162,29,11s,POINT (77.51288 13.04309)
T Dasarahalli,258,73,18z,POINT (77.51276 13.04283)
T John College,42,13,1v9,POINT (77.58834 12.84984)
T John College,22,11,2xj,POINT (77.58832 12.84923)
TB Gate Thippagondanahalli,3,1,1y8,POINT (77.34291 12.96245)
TB Nelamangala,124,22,1b6,POINT (77.40148 13.09706)
TB Nelamangala,99,12,4a0,POINT (77.40144 13.09718)
TC Palya,1,1,3sb,POINT (77.69998 13.0216)
TC Palya,1,1,qo,POINT (77.69986 13.02161)
TC Palya  Gate Hosakote Road,83,36,2bo,POINT (77.70462 13.01736)
TC Palya  Gate Hosakote Road,7,2,2lh,POINT (77.70438 13.01738)
TC Palya  Gate Hosakote Road,55,16,33c,POINT (77.7045 13.01705)
TC Palya Cross,8,3,dn,POINT (77.7049 13.02084)
TC Palya Cross,1,1,yd,POINT (77.70493 13.02087)
TCI,104,15,1qd,POINT (77.46527 13.05924)
TCI,148,38,vi,POINT (77.46474 13.05906)
TG Halli Quarters,3,1,17v,POINT (77.33529 12.95244)
TG Halli Quarters,8,5,3ta,POINT (77.33555 12.95256)
TISB Boys Hostel,8,4,1bd,POINT (77.74945 12.89192)
TISB Boys Hostel,13,4,42b,POINT (77.7495 12.89211)
TP Gate Thippagondanahalli,8,5,we,POINT (77.34318 12.96238)
TR Mill,1,1,3af,POINT (77.55921 12.95683)
TV Tower,49,16,2sh,POINT (77.59078 13.00978)
TV Tower,60,23,3jy,POINT (77.59078 13.00964)
TVS Cross Peenya,58,17,1tj,POINT (77.51957 13.02868)
TVS Cross Peenya,78,12,27b,POINT (77.51953 13.02835)
TVS Cross Peenya,62,3,32y,POINT (77.51984 13.02837)
Talegere,7,2,ot,POINT (77.52948 12.83117)
Tata Institute,25,9,389,POINT (77.56803 13.01437)
Tata Institute,282,78,77,POINT (77.56382 13.01514)
Tata Institute,160,34,g8,POINT (77.56755 13.01313)
Tata Silk Farm,25,3,3jz,POINT (77.57382 12.93581)
Tata Silk Farm,12,3,3pn,POINT (77.57384 12.93591)
Tataguni,6,3,4z,POINT (77.50924 12.84378)
Tattaguppe,8,3,1h2,POINT (77.52931 12.77363)
Tattaguppe,9,3,1r2,POINT (77.52936 12.77369)
Tattanalli Gate,3,1,1l2,POINT (77.73079 12.73549)
Tavakkal Hospital,18,10,2hu,POINT (77.66442 13.10594)
Tavakkal Hospital,12,9,3qb,POINT (77.66442 13.10578)
Tavarekatte,3,2,1i5,POINT (77.3828 12.91143)
Tavarekere,11,3,1u5,POINT (77.4001 12.96567)
Tavarekere,70,19,3ww,POINT (77.40018 12.96582)
Tavarekere,55,12,kg,POINT (77.40008 12.9658)
Tavarekere Aladamara,11,2,33j,POINT (77.61055 12.92211)
Tavarekere Mori,1,1,18w,POINT (77.60886 12.92504)
Tavarekere Mori,10,1,3al,POINT (77.60886 12.925)
Teachers Colony Geddalahalli,3,3,3h4,POINT (77.63908 13.05521)
Telephone Exchange AGO/VSD,7,6,1w0,POINT (77.58869 12.98219)
Telephone Exchange AGO/VSD,34,13,bp,POINT (77.58852 12.98225)
Tennis Court Thindlu,10,5,206,POINT (77.56952 13.06835)
Tennis Court Thindlu,3,2,va,POINT (77.56946 13.06825)
Thabarahalli,25,10,2ql,POINT (77.64475 13.18848)
Thabarahalli,33,11,h1,POINT (77.64427 13.18861)
Thabarahalli Gate,4,1,3vk,POINT (77.64409 13.18856)
Thagachaguppe,2,2,22t,POINT (77.45504 12.86645)
Thagachaguppe,4,2,3yj,POINT (77.45507 12.86647)
Thagachaguppe,7,5,8c,POINT (77.29042 12.95989)
Thalagattapura,47,18,1l5,POINT (77.53685 12.86958)
Thalagattapura,104,36,5i,POINT (77.53705 12.86958)
Thalagattapura Metro Station,99,34,3gv,POINT (77.53854 12.87128)
Thalaghattapura Metro Station,41,15,qd,POINT (77.53833 12.87143)
Thalaker Cross,1,1,2ar,POINT (77.32524 13.15833)
Thalaker Cross,1,1,3yr,POINT (77.32531 13.15853)
Thalakunte,3,1,24,POINT (77.91897 12.9289)
