name,trip_count,route_count,id,geometry
Koli Farm Gate,2,1,2t6,POINT (77.50281 13.17195)
Koli Farm Gate,41,12,3iq,POINT (77.58859 12.84145)
Koli Farm Gate,5,3,3wk,POINT (77.58876 12.84172)
Koli Farm Gate,1,1,vd,POINT (77.50284 13.17195)
Kolliganahalli,2,1,ge,POINT (77.40702 12.71083)
Koluru,4,1,1b5,POINT (77.4134 12.89155)
Kommaghatta,9,2,2cf,POINT (77.46513 12.92994)
Kommaghatta,9,1,2or,POINT (77.46502 12.93007)
Kommaghatta Junction,40,5,1kx,POINT (77.48149 12.91448)
Kommaghatta Junction,45,12,56,POINT (77.48141 12.91431)
Konanakunte,49,12,2r3,POINT (77.56663 12.88613)
Konanakunte,57,11,qi,POINT (77.56662 12.88607)
Konanakunte Cross,134,40,1tq,POINT (77.56431 12.89025)
Konanakunte Cross,1,1,2ih,POINT (77.5635 12.88949)
Konanakunte Cross,19,8,3x,POINT (77.56365 12.88952)
Konanakunte Cross,107,28,7t,POINT (77.56442 12.89058)
Konanakunte Cross,1,1,cv,POINT (77.56414 12.89044)
Konanakunte Cross  Metro Station,52,20,307,POINT (77.56257 12.8889)
Konanakunte Cross  Metro Station,102,36,3p3,POINT (77.56306 12.88907)
Konanakunte Reliance Fresh,31,5,1dz,POINT (77.56613 12.88295)
Konanakunte Reliance Fresh,29,3,1lc,POINT (77.56616 12.88297)
Konappana Agarhara,173,25,16l,POINT (77.66502 12.8548)
Konappana Agarhara,174,29,1rl,POINT (77.66454 12.85611)
Konappana Agarhara,16,4,22x,POINT (77.66411 12.85577)
Konappana Agarhara Flyover,8,1,2nv,POINT (77.6648 12.85563)
Konappana Agrahara,4,2,lm,POINT (77.66437 12.85607)
Konappana Agrahara Flyover,11,3,2h,POINT (77.66721 12.85236)
Kondashettyhalli,5,2,295,POINT (77.514 13.1264)
Kondenahalli Gate,4,1,1ke,POINT (77.73007 13.15551)
Konena Agrahara,149,30,1ki,POINT (77.65962 12.95914)
Konena Agrahara,123,16,3d5,POINT (77.65946 12.95902)
Kongovi PVT LTD Peenya,3,3,3s0,POINT (77.51101 13.0215)
Koppa Gate,1,1,19v,POINT (77.61586 12.79646)
Koppa Gate,3,2,37,POINT (77.61613 12.79644)
Koppa Gate,6,2,no,POINT (77.61611 12.79637)
Koraluru,7,5,1d0,POINT (77.78411 12.99789)
Koraluru,2,1,3cs,POINT (77.7842 12.9979)
Koraluru Railway Gate,7,5,1al,POINT (77.78364 12.99608)
Koraluru Railway Gate,2,1,2o5,POINT (77.78371 12.99608)
Koramangala 1st Block,74,18,12z,POINT (77.63448 12.92501)
Koramangala 1st Block,48,12,28m,POINT (77.63458 12.9249)
Koramangala Bus Station,33,9,1q3,POINT (77.62479 12.9405)
Koramangala Bus Station,30,3,3rm,POINT (77.62468 12.94122)
Koramangala Bus Station,29,10,3ub,POINT (77.62482 12.94061)
Koramangala Forum Mall,35,7,fj,POINT (77.61195 12.93486)
Koramangala Police Station,29,5,1xd,POINT (77.62179 12.94172)
Koramangala Police Station,13,3,35m,POINT (77.62151 12.94167)
Koramangala Water Tank,17,5,11p,POINT (77.62075 12.92753)
Koramangala Water Tank,30,10,182,POINT (77.62121 12.92792)
Koramangala Water Tank,258,55,1c,POINT (77.62144 12.92739)
Koramangala Water Tank,30,4,41l,POINT (77.62124 12.9284)
Koratagere Doddy,1,1,40n,POINT (77.57047 12.72935)
Koshys Hospital Kalkere,2,1,ra,POINT (77.67708 13.02077)
Koshys Hospital Kalkere,1,1,uu,POINT (77.67701 13.02067)
Kotalammana Devasthana,2,1,46q,POINT (77.69459 13.31899)
Kothanuru,31,14,1ci,POINT (77.64891 13.06181)
Kothanuru,16,8,fb,POINT (77.64893 13.06182)
Kothanuru Dinne Ganesha Temple,7,3,f,POINT (77.58395 12.87705)
Kothanuru Dinne Ganesha Temple,9,3,ok,POINT (77.58399 12.87711)
Kothanuru Hari Nagara,4,1,1c4,POINT (77.57716 12.87651)
Kothanuru Hari Nagara,2,1,1g1,POINT (77.5772 12.87655)
Kotiganahalli,3,1,2yd,POINT (77.76852 12.83635)
Kotiganahalli,3,1,3xe,POINT (77.76865 12.83638)
Kottanayakana halli,1,1,22z,POINT (77.68262 12.81302)
Kottigepalya,111,15,3p1,POINT (77.51405 12.98786)
Kottigepalya,133,36,94,POINT (77.51509 12.98787)
Kotur Gate,14,5,448,POINT (77.77563 12.94767)
Koyira,4,2,3ph,POINT (77.64107 13.30346)
Kranthiveera Sangolli Rayanna Railway Station,3,1,10m,POINT (77.56986 12.97849)
Krishnananda Nagara,75,3,34o,POINT (77.5413 13.01816)
Krishnananda Nagara,80,6,3cq,POINT (77.54135 13.01812)
Krishnaraja Pura Govt Hospital,40,15,10n,POINT (77.69271 13.00798)
Krishnaraja Pura Govt Hospital,78,26,1n9,POINT (77.69217 13.00804)
Krishnaraja Pura Govt Hospital,44,19,47q,POINT (77.69214 13.00821)
Krishnasagara,4,1,1jn,POINT (77.55573 12.93204)
Krishnasagara,9,2,1yi,POINT (77.42872 12.93605)
Krishnasagara,1,1,38c,POINT (77.55565 12.932)
Krishnasagara,9,1,3zs,POINT (77.42869 12.93612)
Krishnayyana Palya NGEF,1,1,3zt,POINT (77.65184 12.99182)
Krishnayyana Palya NGEF,2,2,47o,POINT (77.65161 12.99191)
Kristu Jayanti College,9,3,2v3,POINT (77.64293 13.05877)
Kristu Jayanti College,5,1,40k,POINT (77.6431 13.05855)
Krupanidhi College,230,50,2a6,POINT (77.62852 12.92388)
Kudlu Gate,165,25,480,POINT (77.63918 12.88977)
Kudlu Gate,196,37,t5,POINT (77.63969 12.88985)
Kudlu Gate Flyover,11,3,355,POINT (77.63953 12.88972)
Kudlu Gate Flyover,12,3,3vd,POINT (77.63965 12.88979)
Kudlu Panchayath Office,1,1,100,POINT (77.64904 12.88965)
Kudlu Panchayath Office,5,2,sp,POINT (77.64895 12.88973)
Kudure Mukha Colony,288,65,1g2,POINT (77.6254 12.92572)
Kudure Mukha Colony,32,6,k,POINT (77.62563 12.92553)
Kuduregere Madanayakanahalli,2,2,3of,POINT (77.47259 13.07595)
Kuduregere Madanayakanahalli,9,2,3r4,POINT (77.47248 13.07586)
Kudurugere Colony,1,1,1sp,POINT (77.47609 13.0682)
Kudurugere Colony,6,1,33b,POINT (77.47611 13.06817)
Kuguru,4,1,2rj,POINT (77.80969 12.9092)
Kuguru Gate,5,2,3ka,POINT (77.80842 12.89972)
Kullappa Circle,1,1,3r9,POINT (77.63956 13.01405)
Kulumepalya,2,1,cd,POINT (77.55304 12.83263)
Kuluvanahalli Tumakur Road,1,1,22a,POINT (77.29907 13.17569)
Kuluvanahalli Tumakur Road,1,1,27s,POINT (77.29908 13.17583)
Kumaraswamy Layout,19,2,1lu,POINT (77.56156 12.90299)
Kumaraswamy Layout,7,4,2aw,POINT (77.56165 12.90313)
Kumaraswamy Layout 2nd Stage,18,2,16q,POINT (77.55814 12.90584)
Kumaraswamy Layout Police Station,19,2,is,POINT (77.56264 12.90514)
Kumaraswamy Layout Police Station,6,3,pd,POINT (77.56274 12.9053)
Kumaraswamy Layout West,11,1,g4,POINT (77.55475 12.90336)
Kumbalagodu,28,8,1ju,POINT (77.4455 12.87826)
Kumbalagodu,18,7,36j,POINT (77.44539 12.87861)
Kumbalagunte Cross,2,1,3un,POINT (77.45822 13.20124)
Kumbalahalli,3,1,2e8,POINT (77.79366 13.09187)
Kumbarahalli,7,4,rk,POINT (77.49165 13.10509)
Kumbarahalli Cross,1,1,20t,POINT (77.49019 13.10664)
Kumbarahalli Cross,12,7,2qc,POINT (77.49016 13.10666)
Kumbaranahalli,4,1,2lk,POINT (77.66047 12.74786)
Kundalahalli,122,13,1xg,POINT (77.71571 12.95815)
Kundalahalli,103,11,3dj,POINT (77.71566 12.95832)
Kundalahalli Colony,122,13,41b,POINT (77.71245 12.97052)
Kundalahalli Colony,103,11,nt,POINT (77.71248 12.97022)
Kundalahalli Gate,104,12,17s,POINT (77.71499 12.95674)
Kundalahalli Gate,143,22,vo,POINT (77.71378 12.95592)
Kundalahalli Gate,144,24,zx,POINT (77.71574 12.95593)
Kundalahalli Metro Station,102,10,386,POINT (77.71632 12.97753)
Kundalahalli Metro Station,122,13,44e,POINT (77.71639 12.97737)
Kundalapura,4,1,2sg,POINT (77.41533 12.89512)
Kundana Cross,1,1,2h3,POINT (77.64986 13.25456)
Kuppareddy Kere,99,33,10c,POINT (77.51789 12.84268)
Kuppareddy Kere,40,13,m0,POINT (77.5177 12.84267)
Kuppemala,3,1,1pt,POINT (77.2997 13.10568)
Kurubara Karenahalli,2,2,15f,POINT (77.38327 12.85448)
Kurubara Karenahalli,3,1,1sq,POINT (77.38332 12.85443)
Kurubarahalli,14,5,1pu,POINT (77.53588 13.00084)
Kurubarahalli,7,1,3tt,POINT (77.53586 13.00085)
Kurubarahalli,1,1,t3,POINT (77.79773 13.1022)
Kurubarahalli Cross,2,1,3qd,POINT (77.51959 13.12676)
Kurubarahalli Cross,21,7,42k,POINT (77.51956 13.12672)
Kurubarahalli Cross,3,3,k8,POINT (77.51961 13.1267)
Kurubarakunte Cross (Narsari),3,1,3jq,POINT (77.74136 13.26679)
Kurubarakunte Cross (Narsari),5,3,nz,POINT (77.74152 13.26681)
Kurubarapalya,3,2,1ux,POINT (77.36276 12.91143)
Kurubarapalya Cross,5,3,41a,POINT (77.36736 12.91392)
Kurudu Sonnenahalli Cross,1,1,3g2,POINT (77.72094 13.02057)
Kuthaganahalli,3,1,23p,POINT (77.80201 12.88893)
Kuthaganahalli,3,1,kb,POINT (77.80211 12.88902)
Kuthaganahalli Cross,3,1,3ss,POINT (77.79057 12.89774)
Kuvempu Circle,10,3,1bs,POINT (77.56138 13.04337)
Kuvempu Circle,74,16,272,POINT (77.56281 13.04457)
Kuvempu Circle,87,14,45g,POINT (77.56263 13.04465)
Kuvempu Circle,62,5,m3,POINT (77.52099 12.90985)
Kuvempu Circle,74,8,qq,POINT (77.521 12.90993)
Kuvempu Circle 1,14,3,2qe,POINT (77.56131 13.04319)
Kuvempunagara,3,2,35g,POINT (77.54144 13.0695)
Kuvempunagara,11,3,3rv,POINT (77.54138 13.0696)
Kuvempunagara ( BTM Layout),79,9,1x5,POINT (77.61591 12.91637)
Kuvempunagara Bus Station(BTM Layout),125,17,2t7,POINT (77.61623 12.91597)
Kuvempunagara Bus station (BTM Layout),19,2,1q4,POINT (77.61575 12.91608)
Kyalasanahalli,15,5,2l2,POINT (77.6602 13.05647)
LR Bande,5,1,3xf,POINT (77.61058 13.02896)
Laggere Bridge,50,12,1j2,POINT (77.52678 13.00756)
Laggere Bridge,59,10,1ou,POINT (77.52664 13.00843)
Laggere Cross,1,1,1gq,POINT (77.5234 13.02245)
Laggere Cross,76,4,1l3,POINT (77.52363 13.02265)
Laggere Cross,77,7,25l,POINT (77.52336 13.02265)
Laggere New Bus Stand,41,7,n3,POINT (77.52504 13.01054)
Lagumenahalli Circle,2,1,462,POINT (77.75427 13.07218)
Lakeshore Garden,9,4,a1,POINT (77.56477 13.06987)
Lakeshore Garden,1,1,xh,POINT (77.56481 13.06987)
Lakkaiahnapalya,4,1,2sw,POINT (77.40252 12.88936)
Lakkasandra,326,67,2iv,POINT (77.59735 12.94318)
Lakkasandra,167,33,q,POINT (77.59713 12.94383)
Lakkenahalli Cross,1,1,1wl,POINT (77.29674 13.062)
Lakkenahalli Junction Sondekoppa Road,10,4,3mt,POINT (77.39278 13.04468)
Lakkenahalli Junction Sondekoppa Road,7,3,th,POINT (77.39272 13.04454)
Lakkondahalli,3,1,1x2,POINT (77.77041 13.11767)
Lakkondahalli Gate,31,6,3bp,POINT (77.77344 13.11712)
Lakkondahalli Gate,20,2,44v,POINT (77.77346 13.11721)
Lakkondahalli Temple,31,6,4a5,POINT (77.77428 13.11064)
Lakkondahalli Temple,20,2,h7,POINT (77.77428 13.11071)
Lakkuppe,63,19,388,POINT (77.41006 12.96992)
Lakkuppe,45,8,3an,POINT (77.40989 12.97004)
Lakkur,3,2,1pd,POINT (77.88596 12.92756)
Lakkur,3,1,2k8,POINT (77.88634 12.92739)
Lakkur,3,1,40b,POINT (77.88626 12.92771)
Lakshmi Devastana,10,4,2fi,POINT (77.39278 13.07832)
Lakshmi Devastana,7,3,rg,POINT (77.39275 13.07818)
Lakshmi Venkateshwara Temple,2,2,17f,POINT (77.55743 13.0744)
Lakshmi Venkateshwara Temple,9,6,3ew,POINT (77.55741 13.07441)
Lakshmidevi Nagara,5,2,3li,POINT (77.52607 13.0155)
Lakshmidevi Nagara Cross,5,2,g7,POINT (77.52651 13.02129)
Lakshmipura,40,13,1aa,POINT (77.51365 12.83307)
Lakshmipura,5,3,2el,POINT (77.38321 12.98962)
Lakshmipura,99,33,2v,POINT (77.51372 12.83328)
Lakshmipura,1,1,2v5,POINT (77.53108 13.08778)
Lakshmipura,3,3,3yv,POINT (77.63218 12.97827)
Lakshmipura,4,1,6m,POINT (77.39209 12.89216)
Lakshmipura,5,4,82,POINT (77.4612 13.03747)
Lakshmipura,4,3,iv,POINT (77.63228 12.97816)
Lakshmipura,2,1,uo,POINT (77.46118 13.03742)
Lakshmipura Cross,1,1,1so,POINT (77.5334 13.09212)
Lakshmipura Cross,35,11,1un,POINT (77.53397 13.09209)
Lakshmipura Cross,13,8,37z,POINT (77.534 13.09209)
Lakshmipura Kalkere,5,1,3sj,POINT (77.59168 12.81022)
Lalbagh Hopcoms,69,15,2uz,POINT (77.59132 12.95122)
Lalbagh Hopcoms,1,1,4v,POINT (77.59079 12.95184)
Lalbagh Hopcoms,203,43,ck,POINT (77.59126 12.95134)
Lalbagh Main Gate,34,11,130,POINT (77.58336 12.95251)
Lalbagh Main Gate,69,15,298,POINT (77.58449 12.95427)
Lalbagh Main Gate,190,41,qm,POINT (77.58554 12.95408)
Lalbagh Metro Station,19,6,3mq,POINT (77.57999 12.94705)
Lalbagh West Gate,1,1,35t,POINT (77.57966 12.94838)
Lalbagh West Gate,28,9,3k3,POINT (77.57993 12.94963)
Lalbagh West Gate,18,7,3v9,POINT (77.57918 12.94826)
Lalbagh West Gate (Lalbagh Metro Station),30,9,36d,POINT (77.58009 12.94758)
Leelavathi Estate,2,2,3w,POINT (77.34992 13.00087)
Lido Talkies,78,25,16p,POINT (77.62141 12.97277)
Lido Talkies,81,34,1da,POINT (77.62005 12.97346)
Lido Talkies,3,3,a0,POINT (77.62074 12.97277)
Life Style (Sacred Heart School),174,33,ak,POINT (77.61018 12.96692)
Lingadeera Mallsandra,2,2,1rn,POINT (77.87117 12.97917)
Lingadeera Mallsandra Cross,4,4,1tb,POINT (77.87114 12.98353)
Lingadeera Mallsandra Cross,1,1,3dr,POINT (77.87104 12.98345)
Lingarajapura,62,23,1zc,POINT (77.62584 13.01254)
Lingarajapura,22,10,2s1,POINT (77.62588 13.01256)
Lingarajapura Bridge,62,23,85,POINT (77.6232 13.00906)
Lingarajapura Bridge,16,9,9n,POINT (77.62331 13.00906)
Lingenahalli,1,1,21l,POINT (77.32488 13.06543)
Lingenahalli,2,2,28r,POINT (77.32496 13.0656)
Link Road,259,45,3eu,POINT (77.57388 12.99426)
Lohithanagara (Nelamangala),1,1,3id,POINT (77.38233 13.10713)
Loyola School,47,17,268,POINT (77.59361 12.87101)
Loyola School,22,8,2tn,POINT (77.59333 12.87078)
Loyola School,1,1,42y,POINT (77.59337 12.87108)
Lurdubayi Samudaya Bhavana,50,12,1c0,POINT (77.52339 12.99723)
Lurdubayi Samudaya Bhavana,59,10,3fv,POINT (77.52334 12.99752)
M Gopahalli,2,1,i9,POINT (77.40248 12.72589)
M Hosahalli Gate,3,2,1vs,POINT (77.87763 13.10917)
M Karenahalli,2,1,2wl,POINT (77.36575 12.81818)
M Karenahalli,2,1,ui,POINT (77.36573 12.81812)
M S Nagara (Thirumenahalli ),21,2,2nn,POINT (77.63592 13.09731)
M S Nagara (Thirumenahalli ),24,2,5m,POINT (77.63581 13.09726)
MC Layout,2,2,3o2,POINT (77.54212 12.97498)
MD Block,36,1,3y1,POINT (77.56954 12.99324)
MEG Centre,1,1,1cs,POINT (77.62255 12.98701)
MEG Centre,1,1,3ky,POINT (77.62262 12.98736)
MEI Colony Laggere,41,7,18f,POINT (77.5207 13.01996)
MEI Factory,222,62,1js,POINT (77.54402 13.0264)
MEI Factory,163,28,dl,POINT (77.54439 13.02652)
MEI Layout,1,1,1p,POINT (77.49943 13.06099)
MEI Layout Arch,31,7,1nv,POINT (77.50685 13.05997)
MEI Layout Arch,31,8,3t9,POINT (77.50697 13.05999)
MEKHRI CIRCLE,5,5,2eo,POINT (77.58388 13.01649)
MES Road,33,8,3qs,POINT (77.55436 13.04392)
MES Road,46,6,42h,POINT (77.5543 13.04403)
MG Road,69,16,1in,POINT (77.60204 12.97779)
MG Road Electric B Station,48,19,31s,POINT (77.61279 12.97403)
MG Road Metro Station,30,8,417,POINT (77.60644 12.97541)
MG Road Metro Station,21,9,xg,POINT (77.60671 12.97547)
MG Statue (Chinnaswamy Stadium),22,4,29v,POINT (77.59859 12.97628)
MG Statue (Chinnaswamy Stadium),42,12,31x,POINT (77.59921 12.97708)
MG Statue (Chinnaswamy Stadium),11,3,3nq,POINT (77.60016 12.97677)
MGM School,1,1,1e2,POINT (77.43267 12.89771)
MGM School,11,5,1ix,POINT (77.43273 12.89757)
MICO Factory Junction,35,6,1l1,POINT (77.60276 12.94453)
MICO Factory Junction,11,2,291,POINT (77.60309 12.94442)
MICO Factory Junction,6,1,3xs,POINT (77.60286 12.94428)
MICO Gate Adugodi,11,2,3vn,POINT (77.60458 12.94426)
MICO Gate Adugodi,29,5,gd,POINT (77.60532 12.94399)
MICO Layout BTM,131,18,2kb,POINT (77.60427 12.91657)
MICO Layout BTM,92,11,3zz,POINT (77.60407 12.91674)
MICO Layout Checkpost Gopalan mall,85,18,37y,POINT (77.60001 12.91414)
MICO Layout Checkpost Gopalan mall,26,9,x6,POINT (77.59985 12.91355)
MM Industries,12,3,31u,POINT (77.57365 12.9295)
MM Industries,25,3,3tz,POINT (77.57363 12.92934)
MN Krishna Rao Park,66,15,20z,POINT (77.57689 12.94405)
MR Nursing College,31,14,13q,POINT (77.64863 13.05833)
MR Nursing College,16,8,iw,POINT (77.64875 13.05824)
MRB Grand Hotel,1,1,2ug,POINT (77.51609 12.88851)
MS Building,24,11,vn,POINT (77.58922 12.97677)
MS Palya,16,10,2h0,POINT (77.54849 13.08178)
MS Palya,36,12,2mr,POINT (77.5482 13.08181)
MS Palya,19,9,41t,POINT (77.54831 13.08145)
MS Palya,5,2,sq,POINT (77.54809 13.08178)
MS Ramaiah College,110,29,2zi,POINT (77.5616 13.02864)
MS Ramaiah College,69,20,3c8,POINT (77.56159 13.02871)
MS Ramaiah Hospital,11,4,160,POINT (77.57162 13.02771)
MS Ramaiah Hospital,14,3,2q5,POINT (77.57127 13.02814)
MV Solar Dabasapete Industrial Area,1,1,3rh,POINT (77.25859 13.22459)
MVJ College Channasandra,68,33,3rd,POINT (77.76082 12.98283)
MVJ College Channasandra,41,19,40c,POINT (77.76121 12.98286)
MVJ Medical Hospital,10,4,2hy,POINT (77.81199 13.07944)
Machohalli Gate,63,8,2xo,POINT (77.45429 12.99088)
Machohalli Gate,92,22,3pi,POINT (77.45445 12.99081)
Madagondanahalli,1,1,19b,POINT (77.47193 13.24471)
Madanayakanahalli,104,15,1lw,POINT (77.46102 13.06146)
Madanayakanahalli,135,30,297,POINT (77.46102 13.06102)
Madanayakanahalli,13,8,3am,POINT (77.46125 13.06067)
Madapatna,2,1,1s2,POINT (77.36086 12.9348)
Madapatna,5,2,2g2,POINT (77.64815 12.77262)
Madapatna,4,2,31y,POINT (77.64824 12.77244)
Madapatna Cross,2,1,43b,POINT (77.37285 12.93675)
Madappanahalli,1,1,3v3,POINT (77.54059 13.15405)
Madappanahalli Cross,1,1,1mg,POINT (77.79606 12.91784)
Madappanahalli Cross,8,3,2r1,POINT (77.79623 12.91767)
Madavara,148,38,kd,POINT (77.47343 13.05665)
Madavara NICE Road,104,15,8,POINT (77.4741 13.05684)
Madhavan Park,56,14,2k,POINT (77.58401 12.93651)
Madhavan Park,6,4,44j,POINT (77.58308 12.93675)
Madhugirihalli,4,2,ig,POINT (77.50725 13.12789)
Madhura Nagara,14,5,3qc,POINT (77.76421 12.94117)
Madhura Nagara Hostel,14,5,2e7,POINT (77.76027 12.9398)
Madhure Village,5,2,3pz,POINT (77.45699 13.20216)
Madhure Village,2,2,406,POINT (77.45696 13.20205)
Madivala,217,49,330,POINT (77.62146 12.92166)
Madivala,147,26,3qi,POINT (77.62066 12.92023)
Madivala Masidi,15,3,2bw,POINT (77.61855 12.92482)
Madugirihalli,1,1,2w2,POINT (77.50724 13.12793)
Magadi,7,5,14q,POINT (77.22693 12.95484)
Magadi Road Metro Station,65,14,3a8,POINT (77.55479 12.97562)
Magadi Road Metro Station,70,22,3sm,POINT (77.55486 12.97553)
Magadi Road TollGate,122,27,1sk,POINT (77.54902 12.97437)
Magadi Road TollGate,1,1,3e4,POINT (77.54866 12.97516)
Magadi Road TollGate,1,1,3tm,POINT (77.54845 12.97537)
Magadi Road TollGate,133,23,z7,POINT (77.54897 12.97459)
Magadi Road Tollgate,29,6,25m,POINT (77.54818 12.9752)
Mahadeshwara Nagara,12,8,112,POINT (77.49425 12.99201)
Mahadeva Kodigehalli,3,2,2n8,POINT (77.70276 13.14409)
Mahadeva Kodigehalli,1,1,32h,POINT (77.70282 13.14407)
Mahadevapura,2,2,1wy,POINT (77.31961 13.06666)
Mahadevapura,65,31,25o,POINT (77.69064 12.99738)
Mahadevapura,53,22,278,POINT (77.69069 12.9972)
Mahadevapura,1,1,3gu,POINT (77.31955 13.06629)
Mahadevapura Ring Road,52,8,ew,POINT (77.6895 12.98823)
Mahadevapura Ring Road,50,12,rz,POINT (77.68904 12.98868)
Mahal Chowdadenahalli,7,3,2zv,POINT (77.8085 12.87217)
Mahalakshmi Layout,76,4,2wo,POINT (77.54408 13.01199)
Mahalakshmi Layout,80,6,422,POINT (77.544 13.01198)
Mahalakshmi Layout Entrance,89,8,21h,POINT (77.548 13.00779)
Mahalakshmi Layout Entrance,83,9,3xg,POINT (77.54879 13.00736)
Mahalakshmi Layout Entrance,4,4,cm,POINT (77.54867 13.00782)
Maharaja Signal,16,6,1dv,POINT (77.62983 12.93427)
Maharaja Signal,16,3,sb,POINT (77.62968 12.93461)
Maharani College,34,13,19u,POINT (77.5849 12.97903)
Maharani College,9,8,1nd,POINT (77.58511 12.97907)
Maharani College,471,100,2sj,POINT (77.5858 12.97703)
Maharani College,16,9,gz,POINT (77.58567 12.97697)
Mahila Seva Samaja,110,29,190,POINT (77.57379 12.95362)
Mahila Seva Samaja,27,4,qx,POINT (77.5736 12.95334)
Mahimapura Temple,1,1,2oc,POINT (77.29379 13.17861)
Mahimapura Temple,1,1,416,POINT (77.29368 13.17844)
Majara Hosahalli,2,1,w5,POINT (77.53467 13.25444)
Makali,102,14,1dw,POINT (77.45363 13.0658)
Makali,15,2,1i4,POINT (77.45442 13.06555)
Makali,146,36,1o8,POINT (77.45325 13.06564)
Makali Cross,12,7,2n6,POINT (77.45182 13.06706)
Makali Cross Madhure Road,10,5,1jc,POINT (77.40558 13.13415)
Makali Cross Madhure Road,2,2,3ru,POINT (77.40563 13.13412)
Makali Govt High School,8,2,24t,POINT (77.45638 13.06894)
Makali Govt High School,7,1,3l0,POINT (77.45639 13.06889)
Makanahalli,3,2,1yy,POINT (77.82892 13.0097)
Makanahalli 1st stop,2,2,45n,POINT (77.82839 13.00999)
Makanahalli Cross,1,1,2i8,POINT (77.82965 13.01873)
Makkala Koota,145,34,192,POINT (77.57388 12.95779)
Makkala Koota,30,7,29w,POINT (77.57311 12.9572)
Makkala Koota,108,28,2a3,POINT (77.57376 12.95661)
Makkala Koota,128,33,45x,POINT (77.57385 12.95803)
Malagala,15,5,jh,POINT (77.51525 12.97863)
Malagala,13,3,t0,POINT (77.51502 12.97856)
Malenahalli Bidaraguppe,2,1,c2,POINT (77.79669 12.80585)
Malenallasandra,4,2,10y,POINT (77.6056 12.80691)
Malenallasandra,1,1,w0,POINT (77.60562 12.80688)
Malenallasandra Junction,1,1,3d0,POINT (77.58949 12.8354)
Malenallasandra Junction,4,2,ic,POINT (77.5893 12.8354)
Maligenahalli Bidaluru,4,2,1iq,POINT (77.69095 13.28697)
Mallapura,1,1,2b6,POINT (77.78 13.20396)
Mallapura,2,1,2kq,POINT (77.77996 13.20406)
Mallapura,2,2,rq,POINT (77.39966 13.07449)
Mallapura Cross,7,3,1q1,POINT (77.39373 13.07271)
Mallapura Cross,10,4,8y,POINT (77.39372 13.07286)
Mallarabanavadi Cross,4,4,2y4,POINT (77.37168 13.08246)
Mallarabanavadi Cross,5,4,3kd,POINT (77.37155 13.0826)
Mallasandra,13,5,103,POINT (77.39422 13.00245)
Mallasandra,4,3,3gi,POINT (77.78415 13.00818)
Mallasandra,5,1,3rb,POINT (77.3942 13.00255)
Mallasandra,1,1,a6,POINT (77.15811 13.03516)
Mallasandra,3,2,st,POINT (77.7841 13.0082)
Mallasandra Bus Stand (Charging Point),9,1,u6,POINT (77.50719 13.05925)
Mallasandra Health Center,2,1,n8,POINT (77.51174 13.05325)
Mallasandra Poorvankara Apartment,5,1,29,POINT (77.54488 12.85307)
Mallathahalli Cross,31,6,1jz,POINT (77.50322 12.95745)
Mallathahalli Cross,2,1,1yc,POINT (77.36156 12.8671)
Mallathahalli Cross,32,10,36y,POINT (77.50326 12.95793)
Malleshpalya,1,1,7u,POINT (77.67035 12.97482)
Malleshpalya,3,3,ld,POINT (77.6704 12.97476)
Malleshpalya New Bus Station(Vignananagar),1,1,1b2,POINT (77.67765 12.97269)
Malleshpalya New Bus Station(Vignananagar),3,3,2bt,POINT (77.67796 12.97274)
Malleshwara 11th Cross,164,34,2ju,POINT (77.5693 13.00238)
Malleshwara 11th Cross,285,73,3uy,POINT (77.57133 13.00233)
Malleshwara 13th Cross,172,35,hf,POINT (77.56923 13.00408)
Malleshwara 13th Cross  (8th Mian),40,2,29r,POINT (77.56526 13.00323)
Malleshwara 13th Cross (8th Main Road),41,2,2zt,POINT (77.56531 13.00333)
Malleshwara 15th Cross,278,72,3ie,POINT (77.57119 13.00541)
Malleshwara 15th Cross  (8th Main),40,2,3y,POINT (77.56423 13.00715)
Malleshwara 15th Cross(8th Main),41,2,z0,POINT (77.56424 13.00718)
Malleshwara 18th Cross,158,33,23r,POINT (77.56918 13.00894)
Malleshwara 18th Cross,284,72,2br,POINT (77.57112 13.00906)
Malleshwara 18th Cross,1,1,mj,POINT (77.57134 13.009)
Malleshwara 18th Cross,41,2,v7,POINT (77.56255 13.01005)
Malleshwara 8th Cross,173,36,34x,POINT (77.56933 12.99969)
Malleshwara 8th Cross (8th Main KBS),41,2,384,POINT (77.56546 13.00008)
Malleshwara 8th Cross (8th Main),40,2,3kj,POINT (77.56541 13.00011)
Malleshwara 8th Cross (Sampige Road),285,73,3aw,POINT (77.57131 13.00009)
Malleshwara Bus Stand,21,3,1m6,POINT (77.56909 13.00872)
Malleshwara Circle,277,71,2di,POINT (77.5714 12.99782)
Malleshwara Circle,121,12,3jn,POINT (77.56877 12.99676)
Malleshwara Circle,164,36,3qp,POINT (77.56945 12.99727)
Malleshwara Circle,130,12,ze,POINT (77.56866 12.9969)
Malleshwaram 18th Cross,40,2,2ed,POINT (77.56254 13.01)
Mallige Hospital,28,6,16x,POINT (77.59125 12.94764)
Mallige Hospital,18,4,ai,POINT (77.59203 12.94787)
Malligenahalli Cross,2,1,7r,POINT (77.70576 13.28758)
Mallimakanapura,4,2,39z,POINT (77.84731 13.12694)
